Default Dataset,,Dataset 1,,Dataset 2,,Dataset 3,,Dataset 4,,Dataset 5,,Dataset 6,,Dataset 7,,Dataset 8,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
3.183945307887746,0.007299593280079775,67.85064397022515,0.0011906389593225142,28.311135957790206,0.0004993045544048414,0.01027690628464627,0.0009055435907420918,0.010561480278340191,0.007102505683072325,44.43107619837644,0.003103327696694578,21.544346900318867,0.00036447201700467953,0.14940916003787705,0.003277945911071642,326.31854482567144,0.00044144204990242465
1.675711647117538,0.0059043738544517135,75.68390967266043,0.0010103169805491673,27.92711653558134,0.0004384316840209567,0.018742827695435386,0.0008993683350537067,1774.6402210184299,0.000545755993852393,92.89054912911172,0.002204140260220892,75.68390967266043,0.00029887040516711233,0.15146365138636095,0.0018449017978787621,354.1840047964085,0.00041792615775650707
2.8156898554292225,0.004874884593249281,66.02244108384481,0.0009630642793071654,29.495169052145027,0.00034981109584572074,0.019000556052496186,0.00108929899394263,0.01146336131021667,0.004459963989448515,141.85304783115686,0.0021300038396978955,123.74472372665339,0.0006344208019314805,0.2957584280467511,0.004251370696451555,363.9915824813388,0.00040111503875897906
3.098155436762689,0.004646885391306901,76.72462188603818,0.0007789874493987522,45.661400621669124,0.0003450563663117254,0.2250676971080307,0.0010967783542297528,1726.8233959374988,0.00034981109584572074,395.0740723739598,0.001355950029864074,134.311710189029,0.0009243249281054776,0.5854597384692466,0.0036572114795306583,384.4289919858485,0.00038762350479073983
3.854804634763166,0.00532840620545857,66.02244108384481,0.0007175782096054917,45.661400621669124,0.00027720015074194233,0.22816255177701109,0.0013935763190883145,0.011307869372574749,0.00287831411358505,132.489872117269,0.0011505917299458553,25.380940474307533,0.002376449979749918,0.7284440562726189,0.003997450189731905,344.64068756329954,0.0003797473915408523
3.6003637631016883,0.005255981028970197,103.61463824597806,0.0006840169516943082,50.932947986375595,0.00026243352656302583,0.1285683425151232,0.0014031449126847705,1900.055605249615,0.00021816324011725684,120.41048181156292,0.00108929899394263,8.867586972825588,0.002204140260220892,0.9972723092605394,0.0027815018056874426,465.42842817469347,0.0003570663183128694
4.299836651678579,0.005079195718680743,99.45520588178469,0.000712684763319713,40.935457089393026,0.00021667549971104782,0.1285683425151232,0.0017111331454518616,,,94.16786592477058,0.001003427234163689,17.79494130679609,0.0009897883726119744,0.8819276880569997,0.002819829714039713,446.7446002895865,0.00031353446681790613
5.573714525252765,0.005114070564760722,115.57680904569266,0.0006934424135014268,63.37208315318978,0.00027343236933302455,0.23129996308803796,0.0017111331454518616,,,45.042037812980645,0.0011349525677096823,,,0.9837450549476741,0.0035100998038423994,505.17295829777584,0.00029887040516711233
5.065546828151221,0.004490587057798137,149.81781670912096,0.0005495032714406195,96.77543331340023,0.00026971580065507893,0.22816255177701109,0.0014031449126847705,,,45.661400621669124,0.001687874948671087,,,1.745793541738126,0.0033231146074235046,548.3114101907424,0.00030927281929726244
3.802517087884908,0.004490587057798137,99.45520588178469,0.0005884207298173198,145.78104787522412,0.00014176211314565994,0.8015204192204807,0.0014031449126847705,,,3.551527516682279,0.0015442132722874834,,,1.8691703057899205,0.0033231146074235046,400.5066460093163,0.0002518771132777814
3.4558333201775664,0.004339545830286289,89.1616169732317,0.000557075192114546,,,0.8015204192204807,0.002204140260220892,,,58.386278536229575,0.0008810940901415725,,,2.490026867712309,0.0025798229148664715,452.88768359213793,0.00025015946479299886
4.1272270664645925,0.00436934208175414,77.77964469615647,0.0005647514506253374,,,0.42764113945073673,0.0022192743595097165,,,141.85304783115686,0.0008116355663826984,,,2.2323097103223914,0.0022498550134880508,459.1152390347838,0.0002417453327096609
6.389350344297513,0.0036572114795306583,74.65731394346273,0.0005725334847038773,,,0.42184050667042566,0.003392037337568466,,,176.49720854748347,0.0006300944385117508,,,16.620365470595697,0.0030611464050535405,512.1194766507855,0.0002518771132777814
5.349967292452772,0.003862995657216807,76.72462188603818,0.000502732886457071,,,0.21603273950616025,0.0034153277927108337,,,304.7795090374544,0.0008750855651541775,,,14.302020304567398,0.003146090228540778,571.2429822988394,0.000246759227894898
5.806819352491939,0.003392037337568466,68.78364273007736,0.0004993045544048414,,,0.22816255177701109,0.00532840620545857,,,317.5260489756465,0.000647578943884272,,,12.307056975018893,0.0016423026537611132,611.6132259492763,0.000246759227894898
7.324343153423949,0.0033459318243332175,164.8473046370098,0.00045994331291760105,,,0.11684648660735054,0.0053649921841369495,,,389.71518754401336,0.0006793523727440661,,,11.338798107168296,0.0016994642597150894,654.8364702017285,0.000246759227894898
8.059109748092926,0.0028006001930537257,191.56891065486494,0.00039566297178921623,,,0.12008203925539153,0.00658752292617361,,,505.17295829777584,0.0007225052553419451,,,11.975449258893882,0.0017347118302628185,730.4364610431722,0.00025015946479299886
7.94979394128128,0.0028586857646191993,210.78680271396624,0.00033573991161909395,,,0.06674773548072421,0.006632754270036514,,,491.56131651458844,0.000502732886457071,,,10.590367525767723,0.0019222234155345124,771.4490277888059,0.0002226880332413225
9.238448688107843,0.0028006001930537257,213.68528405500766,0.00029080096243092946,,,0.06674773548072421,0.00842763649137309,,,710.7552027933217,0.000557075192114546,,,69.72947094349036,0.002376449979749918,760.9848976897263,0.00022421705699100417
8.62865411750791,0.0028980772350004976,241.63252789355488,0.00027343236933302455,,,0.03610211303040491,0.008370165144090575,,,548.3114101907424,0.00040111503875897906,,,33.81137797506585,0.0014619520722739515,814.7643692736164,0.00020373417875630626
11.184995776377011,0.0024423941460507766,248.32348444842395,0.00029887040516711233,,,0.03561241482093977,0.010137795734210578,,,540.8739752801155,0.00038762350479073983,,,34.27631053684772,0.0013935763190883145,620.0233801929147,0.00020234483575929765
13.541681589746894,0.002360244038472605,273.234906158534,0.00030927281929726244,,,,,,,730.4364610431722,0.00035463134352442695,,,43.82840182193116,0.0015654918724507382,771.4490277888059,0.00018012420017392657
15.105050538710925,0.002510168198571068,354.1840047964085,0.00028101985057141877,,,,,,,803.7126989064748,0.00040111503875897906,,,47.571059405804775,0.0013652602732968542,973.0554821678243,0.00018639356138425972
12.998073952607086,0.0029380115030400783,330.8056768530805,0.00026971580065507893,,,,,,,1680.2949721526427,0.0004066422328858482,,,53.79273256758321,0.0012153332890065245,973.0554821678243,0.00017526088184740467
12.998073952607086,0.00287831411358505,273.234906158534,0.0002320211039676854,,,,,,,151.8779274024655,0.00021966119566786023,,,73.64464321887665,0.001045481839473619,933.9938347674238,0.00015925029215203552
16.620365470595697,0.0018323206914159285,122.06621893695696,0.0002304388613713597,,,,,,,158.22979165173618,0.000412245589390001,,,36.20085777491809,0.0009055435907420918,1027.690628464625,0.00015816430216486886
18.794092166594776,0.0019354218133638265,100.82279177808466,0.0002450764802709313,,,,,,,,,,,13.916659263434843,0.0010671655522569606,1130.786937257476,0.00015816430216486886
19.05252544972877,0.0019755632382370933,359.0543084206379,0.00015708571796789754,,,,,,,,,,,39.292173206507194,0.0006565023054874552,1186.1509916692432,0.00014519824496707335
19.84934337667984,0.0017828483895818395,471.8284285413435,0.00016592462582958089,,,,,,,,,,,46.28928014734948,0.0006172915638292107,,
23.384092589510992,0.0017706904495645385,603.3171491689421,0.00016144469324506913,,,,,,,,,,,65.12689596281407,0.0006215300199682084,,
25.380940474307533,0.0016089327431861693,,,,,,,,,,,,,90.38765807166178,0.0007631592209867056,,
23.384092589510992,0.0015232238967652987,,,,,,,,,,,,,128.91999639542254,0.000592460952624087,,
20.122287178988458,0.0015442132722874834,,,,,,,,,,,,,222.62206597979323,0.0003849801486040441,,
17.315465193432622,0.0015336826784085533,,,,,,,,,,,,,136.15859994139396,0.00020938760326747084,,
14.698052235114712,0.0016535790556638807,,,,,,,,,,,,,222.62206597979323,0.00026423545138577883,,
13.916659263434843,0.0017706904495645385,,,,,,,,,,,,,13.176807508674313,0.0002304388613713597,,
12.647847117207112,0.0020165372123664084,,,,,,,,,,,,,,,,
13.916659263434843,0.0018831658013155072,,,,,,,,,,,,,,,,
14.302020304567398,0.0019755632382370933,,,,,,,,,,,,,,,,
7.841960921773975,0.004222378937970683,,,,,,,,,,,,,,,,
9.49426713831973,0.004136584515577876,,,,,,,,,,,,,,,,
9.624820644483135,0.003916226089500651,,,,,,,,,,,,,,,,
11.494715338799054,0.003607501645736649,,,,,,,,,,,,,,,,
4.183979626341978,0.0031676919581355933,,,,,,,,,,,,,,,,
5.135202009474363,0.0029380115030400783,,,,,,,,,,,,,,,,
4.996836467358251,0.002615371774135197,,,,,,,,,,,,,,,,
6.302683577158068,0.002615371774135197,,,,,,,,,,,,,,,,
5.728054183339423,0.0025447572455624783,,,,,,,,,,,,,,,,
6.132860807122765,0.002510168198571068,,,,,,,,,,,,,,,,
6.049673129060323,0.0022498550134880508,,,,,,,,,,,,,,,,
5.205815003339721,0.002376449979749918,,,,,,,,,,,,,,,,
4.071244312690546,0.0022808570558331405,,,,,,,,,,,,,,,,
3.3627175576570147,0.0022653030000677143,,,,,,,,,,,,,,,,
2.933448110599125,0.002376449979749918,,,,,,,,,,,,,,,,
6.217192380009564,0.0019354218133638265,,,,,,,,,,,,,,,,
6.748099765270423,0.002072494150832311,,,,,,,,,,,,,,,,
7.630663065878003,0.0017347118302628185,,,,,,,,,,,,,,,,
8.747304776068518,0.0017706904495645385,,,,,,,,,,,,,,,,
7.841960921773975,0.0015442132722874834,,,,,,,,,,,,,,,,
5.886667603555522,0.0014031449126847705,,,,,,,,,,,,,,,,
5.9676138297429935,0.0014922735447675897,,,,,,,,,,,,,,,,
5.277398980409519,0.0016649328837582099,,,,,,,,,,,,,,,,
4.86219911805905,0.0017347118302628185,,,,,,,,,,,,,,,,
2.2630056929905975,0.0010818706383367072,,,,,,,,,,,,,,,,
5.135202009474363,0.0010818706383367072,,,,,,,,,,,,,,,,
7.527158818432847,0.0011043090694071451,,,,,,,,,,,,,,,,
7.735590576668296,0.0013014068123992618,,,,,,,,,,,,,,,,
7.030319929731518,0.001355950029864074,,,,,,,,,,,,,,,,
7.527158818432847,0.0014519824496707378,,,,,,,,,,,,,,,,
9.365484492996366,0.0012320800632934436,,,,,,,,,,,,,,,,
10.446717097035792,0.0012925320106742715,,,,,,,,,,,,,,,,
13.176807508674313,0.001346703276620288,,,,,,,,,,,,,,,,
16.39492262173109,0.0013014068123992618,,,,,,,,,,,,,,,,
23.384092589510992,0.0013746344428558694,,,,,,,,,,,,,,,,
23.066904832068488,0.0012749635567350698,,,,,,,,,,,,,,,,
27.17463384608712,0.0012070454562804686,,,,,,,,,,,,,,,,
26.083754667064348,0.0011043090694071451,,,,,,,,,,,,,,,,
33.81137797506585,0.0010744929395911276,,,,,,,,,,,,,,,,
32.900346698286256,0.0012153332890065245,,,,,,,,,,,,,,,,
31.57961857370257,0.0013014068123992618,,,,,,,,,,,,,,,,
26.806030226512455,0.0014619520722739515,,,,,,,,,,,,,,,,
27.17463384608712,0.0014224796510294917,,,,,,,,,,,,,,,,
26.083754667064348,0.0013746344428558694,,,,,,,,,,,,,,,,
27.92711653558134,0.0015336826784085533,,,,,,,,,,,,,,,,
20.122287178988458,0.0010242387175611843,,,,,,,,,,,,,,,,
11.494715338799054,0.0011825195268826657,,,,,,,,,,,,,,,,
10.590367525767723,0.0011272128825399678,,,,,,,,,,,,,,,,
9.624820644483135,0.0010242387175611843,,,,,,,,,,,,,,,,
8.98952314268946,0.0007951439616181265,,,,,,,,,,,,,,,,
5.423533474835629,0.0007789874493987522,,,,,,,,,,,,,,,,
5.728054183339423,0.0008228195582608093,,,,,,,,,,,,,,,,
4.4189018308587915,0.000893235190847537,,,,,,,,,,,,,,,,
6.656566830077341,0.0005166832331304417,,,,,,,,,,,,,,,,
6.934958888712742,0.00039296479133473097,,,,,,,,,,,,,,,,
7.94979394128128,0.000246759227894898,,,,,,,,,,,,,,,,
10.590367525767723,0.00029887040516711233,,,,,,,,,,,,,,,,
12.998073952607086,0.00028684831501349476,,,,,,,,,,,,,,,,
14.498684130092725,0.0002791034663702251,,,,,,,,,,,,,,,,
22.754019489743687,0.00044144204990242465,,,,,,,,,,,,,,,,
12.998073952607086,0.0007324610695550283,,,,,,,,,,,,,,,,
19.31451239010991,0.0006520253596641437,,,,,,,,,,,,,,,,
22.140923405848593,0.000757954939968407,,,,,,,,,,,,,,,,
20.39898416939027,0.0007951439616181265,,,,,,,,,,,,,,,,
42.64746666748446,0.001003427234163689,,,,,,,,,,,,,,,,
63.37208315318978,0.0008061007062175539,,,,,,,,,,,,,,,,
75.68390967266043,0.000670118426682788,,,,,,,,,,,,,,,,
83.2764005508929,0.0006215300199682084,,,,,,,,,,,,,,,,
98.10617026713031,0.0005273994506716374,,,,,,,,,,,,,,,,
102.20918303673018,0.0004958996014888825,,,,,,,,,,,,,,,,
90.38765807166178,0.0004759519933845977,,,,,,,,,,,,,,,,
114.00909592048835,0.0004475249330401966,,,,,,,,,,,,,,,,
114.00909592048835,0.0003983796785288179,,,,,,,,,,,,,,,,
118.77720352410384,0.0003619865398622478,,,,,,,,,,,,,,,,
138.0308858543215,0.00034981109584572074,,,,,,,,,,,,,,,,
151.8779274024655,0.00033345036993359136,,,,,,,,,,,,,,,,
